InvoiceNo,CustomerID,CustomerName,ProductID,ProductName, UnitPrice ,Quantity,InvoiceDate
INV_851690,CUST_1382,Cynthia Rios,PROD_0a14d1b3,White Shag Novelty Faux Sheepskin Fur Fluffy Rug, $69.51 ,1,8/18/2025
INV_482199,CUST_1355,Charlotte Sandoval,PROD_3a8f5324,"Lisgrove 7'8"" X 10' Area Rug", $664.32 ,1,8/18/2025
INV_438270,CUST_1254,William Becker,PROD_16a4bedb,Aitken Machine Woven Geometric Indoor and Outdoor Rug, $71.79 ,1,8/18/2025
INV_582589,CUST_1428,James Barnes,PROD_b59a3efe,Machine Washable Area Rugs for Entryway 2x3 Non-Slip Soft Throw Rugs Blue/Gray, $19.05 ,1,8/18/2025
INV_167348,CUST_1196,James Conner,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $74.50 ,2,8/18/2025
INV_432061,CUST_1401,Laura Jones,PROD_ffc555c6,"Azelhurst 7'8"" X 10' Area Rug", $686.05 ,1,8/18/2025
INV_971968,CUST_1052,Matthew Ross,PROD_885c587d,"Paseo Gurseerit All-Weather Flatweave Indoor/Outdoor Area Rug, Brown Black", $92.02 ,1,8/19/2025
INV_734210,CUST_1380,William Patterson,PROD_16a4bedb,Aitken Machine Woven Geometric Indoor and Outdoor Rug, $69.37 ,1,8/19/2025
INV_571404,CUST_1299,Donna Cabrera,PROD_96a0055d,Loloi Botanical Ivory / Multi Area Rug, $31.69 ,1,8/19/2025
INV_484914,CUST_1235,Dr. Cynthia Snyder,PROD_f6c97a80,Livdon Washable Medium Rug, $152.28 ,1,8/19/2025
INV_100096,CUST_1211,Riley Bryant,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $101.95 ,1,8/19/2025
INV_817552,CUST_1201,Cynthia Wallace,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $152.28 ,1,8/20/2025
INV_834233,CUST_1148,Elizabeth Ortiz,PROD_b7d8e041,Jodhveer Area Rug Washable Rug Non-Slip Backing Indoor Rugs, $39.82 ,1,8/20/2025
INV_842563,CUST_1466,Kara Jackson,PROD_0f472890,Oriental Vintage Machine Washable Non-Slip Dark Green Indoor Area Rug, $132.96 ,1,8/20/2025
INV_207903,CUST_1085,Matthew Smith,PROD_0f472890,Oriental Vintage Machine Washable Non-Slip Dark Green Indoor Area Rug, $126.81 ,2,8/20/2025
INV_487272,CUST_1242,Matthew Le,PROD_f03852cf,Lahjar Speckled Wool Blend Area Rug, $543.08 ,1,8/20/2025
INV_389340,CUST_1335,Linda Mueller,PROD_163bd914,Disney Mickey Mouse Tropical Sand Dollar Havana Brown/ Sand Flatweave Indoor/, $200.21 ,2,8/20/2025
INV_243006,CUST_1015,Tricia Valencia,PROD_cb6ebe0a,Harjot Medium Rug, $160.53 ,2,8/20/2025
INV_425387,CUST_1340,Erin Cook,PROD_cb6ebe0a,Harjot Medium Rug, $161.65 ,2,8/21/2025
INV_844037,CUST_1028,Victoria Garcia,PROD_7cb7c01e,Achilles Cream/Gray Rug, $114.78 ,1,8/21/2025
INV_674559,CUST_1417,Christopher Owens,PROD_179506f6,Warkentin Geometric Indoor Rug, $136.37 ,1,8/21/2025
INV_900660,CUST_1086,Madison Poole,PROD_db0bc388,Waikiki Blue Indoor/Outdoor Rug, $144.84 ,1,8/21/2025
INV_145209,CUST_1254,William Becker,PROD_289ed9b0,Ankita Bordered Jute Area Rug, $331.54 ,1,8/21/2025
INV_262555,CUST_1306,Michael Morrison,PROD_16a4bedb,Aitken Machine Woven Geometric Indoor and Outdoor Rug, $67.93 ,1,8/22/2025
INV_766764,CUST_1361,Charles Price,PROD_a39a8d2b,Rinoa Indoor / Outdoor Rug, $200.74 ,1,8/22/2025
INV_940181,CUST_1270,Melissa Taylor,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $120.70 ,1,8/22/2025
INV_143150,CUST_1406,Michael Williams,PROD_28b95f59,Mendota Geometric Tan Indoor/Outdoor Area Rug, $136.32 ,1,8/22/2025
INV_883381,CUST_1429,Rachael Howard DDS,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $93.50 ,1,8/22/2025
INV_301537,CUST_1223,Samantha Gardner,PROD_ef361fba,"Radiant Oriental Multicolor Hand Knotted Wool Blue, Pink, Navy Traditional Area"," $3,327.91 ",1,8/22/2025
INV_118943,CUST_1241,Denise Weber,PROD_68bfe17c,Adrihana Machine Woven Abstract Area Rug, $218.55 ,2,8/22/2025
INV_916449,CUST_1191,Mrs. Maria Williams,PROD_cd80d75a,Corrbell 5' X 7' Area Rug, $203.79 ,2,8/22/2025
INV_908422,CUST_1296,Shaun Cannon,PROD_179506f6,Warkentin Geometric Indoor Rug, $123.65 ,2,8/22/2025
INV_779776,CUST_1057,Lisa Alvarado,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $20.45 ,2,8/23/2025
INV_777370,CUST_1202,Vincent Mueller,PROD_07dd57f8,Nola Geometric Indoor / Outdoor Rug, $104.18 ,1,8/23/2025
INV_319684,CUST_1325,Karen Williams,PROD_0f472890,Oriental Vintage Machine Washable Non-Slip Dark Green Indoor Area Rug, $128.30 ,1,8/23/2025
INV_233299,CUST_1374,Sandra Juarez,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $112.83 ,1,8/23/2025
INV_365154,CUST_1448,Fernando Lynn,PROD_81ed29d6,Soft Washable Vintage Distressed Beige Area Rug with Non-Slip Backing, $140.47 ,1,8/24/2025
INV_188693,CUST_1483,Rebekah Greene,PROD_15009179,Maust Sunshine Rainbow Shag Rug, $110.82 ,1,8/24/2025
INV_922974,CUST_1323,Adam Jackson,PROD_81ed29d6,Soft Washable Vintage Distressed Beige Area Rug with Non-Slip Backing, $137.57 ,1,8/24/2025
INV_630647,CUST_1209,Luis Bullock,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $94.59 ,2,8/24/2025
INV_241021,CUST_1452,Kenneth Larsen,PROD_7781fd4a,Oriental Indoor Rug, $226.80 ,1,8/24/2025
INV_468623,CUST_1367,Ashley Wilson,PROD_81ed29d6,Soft Washable Vintage Distressed Beige Area Rug with Non-Slip Backing, $138.57 ,1,8/25/2025
INV_886197,CUST_1369,Scott Miller,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $102.66 ,1,8/25/2025
INV_431570,CUST_1306,Michael Morrison,PROD_cd80d75a,Corrbell 5' X 7' Area Rug, $203.88 ,1,8/25/2025
INV_726667,CUST_1150,Kimberly Matthews,PROD_af993edd,"Reversible Waterproof Plastic Straw Outdoor Area Rug for Patio, Camping", $53.39 ,1,8/25/2025
INV_315363,CUST_1259,Veronica Silva,PROD_96a0055d,Loloi Botanical Ivory / Multi Area Rug, $33.42 ,1,8/25/2025
INV_543230,CUST_1203,Douglas Reyes,PROD_94b9189a,Enciso Machine Woven Stain Resistant Indoor/Outdoor Area Rug, $64.80 ,1,8/25/2025
INV_947732,CUST_1229,Laura Moreno,PROD_289ed9b0,Ankita Bordered Jute Area Rug, $341.38 ,1,8/25/2025
INV_788201,CUST_1242,Matthew Le,PROD_3a8f5324,"Lisgrove 7'8"" X 10' Area Rug", $664.80 ,2,8/26/2025
INV_900681,CUST_1379,Pamela Williams,PROD_a6ea231c,Ava-Mary Striped Indoor / Outdoor Rug, $141.74 ,1,8/26/2025
INV_221297,CUST_1447,Rachel Lane,PROD_20bbb110,Ainswick Memory Foam Large Rug, $592.58 ,1,8/26/2025
INV_397571,CUST_1406,Michael Williams,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $162.53 ,2,8/26/2025
INV_746154,CUST_1012,Kimberly Burgess,PROD_b7d8e041,Jodhveer Area Rug Washable Rug Non-Slip Backing Indoor Rugs, $40.89 ,5,8/26/2025
INV_415759,CUST_1350,Kathryn Cooper,PROD_94b9189a,Enciso Machine Woven Stain Resistant Indoor/Outdoor Area Rug, $62.64 ,1,8/26/2025
INV_441958,CUST_1058,Erika Terry,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $19.03 ,1,8/26/2025
INV_693127,CUST_1275,Jennifer Simpson DVM,PROD_af993edd,"Reversible Waterproof Plastic Straw Outdoor Area Rug for Patio, Camping", $57.56 ,1,8/26/2025
INV_748151,CUST_1010,Andrew Stewart,PROD_b59a3efe,Machine Washable Area Rugs for Entryway 2x3 Non-Slip Soft Throw Rugs Blue/Gray, $20.59 ,1,8/27/2025
INV_888395,CUST_1459,James Nash,PROD_a39a8d2b,Rinoa Indoor / Outdoor Rug, $199.30 ,1,8/27/2025
INV_218733,CUST_1253,Chloe Tran,PROD_94b9189a,Enciso Machine Woven Stain Resistant Indoor/Outdoor Area Rug, $64.17 ,1,8/27/2025
INV_223050,CUST_1045,Michael Hoffman,PROD_0f472890,Oriental Vintage Machine Washable Non-Slip Dark Green Indoor Area Rug, $135.80 ,1,8/27/2025
INV_295454,CUST_1375,Jason Hayes,PROD_81ed29d6,Soft Washable Vintage Distressed Beige Area Rug with Non-Slip Backing, $131.59 ,1,8/27/2025
INV_791890,CUST_1256,Andrew Reeves,PROD_1ad08862,Scalloped Washable Rug Area Rugs for Living Room Modern Rugs Abstract Non-Slip, $76.38 ,1,8/27/2025
INV_268720,CUST_1037,Kevin Mills,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $20.77 ,1,8/27/2025
INV_337798,CUST_1459,James Nash,PROD_b7d8e041,Jodhveer Area Rug Washable Rug Non-Slip Backing Indoor Rugs, $40.12 ,1,8/27/2025
INV_297370,CUST_1108,Tammy Gonzales,PROD_179506f6,Warkentin Geometric Indoor Rug, $129.66 ,1,8/28/2025
INV_966929,CUST_1068,Paul Larsen,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $105.94 ,5,8/28/2025
INV_627935,CUST_1346,Karen Morales DDS,PROD_ba5eef5e,Gauna Power Loomed Geometric Indoor and Outdoor Rug, $89.84 ,1,8/29/2025
INV_689275,CUST_1332,Michelle Miller,PROD_b59a3efe,Machine Washable Area Rugs for Entryway 2x3 Non-Slip Soft Throw Rugs Blue/Gray, $20.40 ,1,8/29/2025
INV_586173,CUST_1283,Stephanie Padilla,PROD_a372467d,Leosvel Faux Sheepskin Indoor Rug, $193.18 ,1,8/29/2025
INV_980184,CUST_1268,Jennifer Reed,PROD_89c6f605,Washable Oriental  Area Rugs Non slip Green Rugs, $19.14 ,1,8/29/2025
INV_783157,CUST_1020,David Bradley,PROD_cd80d75a,Corrbell 5' X 7' Area Rug, $202.39 ,1,8/29/2025
INV_226215,CUST_1440,Marie Thompson,PROD_0a14d1b3,White Shag Novelty Faux Sheepskin Fur Fluffy Rug, $72.68 ,1,8/29/2025
INV_524035,CUST_1153,Samantha Davis,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $99.11 ,1,8/29/2025
INV_681440,CUST_1112,Robert Costa,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $102.32 ,1,8/29/2025
INV_421440,CUST_1473,Danielle Bryant,PROD_03533587,Hand Hooked Wool Oriental Indoor Rug, $50.12 ,1,8/29/2025
INV_415568,CUST_1346,Karen Morales DDS,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $161.84 ,2,8/29/2025
INV_660625,CUST_1310,Elizabeth Ward,PROD_96a0055d,Loloi Botanical Ivory / Multi Area Rug, $32.31 ,1,8/30/2025
INV_178086,CUST_1150,Kimberly Matthews,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $101.68 ,1,8/30/2025
INV_836109,CUST_1150,Kimberly Matthews,PROD_9d77c7b9,Rifle Paper Co. x Loloi Rosa Sky Area Rug, $113.19 ,1,8/30/2025
INV_160831,CUST_1170,Renee Bruce,PROD_ffc555c6,"Azelhurst 7'8"" X 10' Area Rug", $657.49 ,1,8/30/2025
INV_125990,CUST_1442,Patricia Bradley,PROD_ba5eef5e,Gauna Power Loomed Geometric Indoor and Outdoor Rug, $90.31 ,1,8/30/2025
INV_525505,CUST_1049,Rita Keith,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $95.13 ,1,8/30/2025
INV_681866,CUST_1285,Joshua Ruiz,PROD_cb6ebe0a,Harjot Medium Rug, $157.91 ,5,8/31/2025
INV_812197,CUST_1347,Robin Wheeler,PROD_ef361fba,"Radiant Oriental Multicolor Hand Knotted Wool Blue, Pink, Navy Traditional Area"," $3,360.09 ",1,8/31/2025
INV_378361,CUST_1449,Kimberly Villanueva,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $104.83 ,1,8/31/2025
INV_615607,CUST_1132,James Thomas,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $103.37 ,1,8/31/2025
INV_498055,CUST_1490,Steve Mason,PROD_96a0055d,Loloi Botanical Ivory / Multi Area Rug, $34.09 ,1,9/1/2025
INV_703867,CUST_1143,Terry Coffey,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $97.68 ,1,9/1/2025
INV_611265,CUST_1073,Sarah Ashley,PROD_b59a3efe,Machine Washable Area Rugs for Entryway 2x3 Non-Slip Soft Throw Rugs Blue/Gray, $20.55 ,1,9/1/2025
INV_886365,CUST_1444,Mrs. Stacey Davis,PROD_af993edd,"Reversible Waterproof Plastic Straw Outdoor Area Rug for Patio, Camping", $57.87 ,1,9/1/2025
INV_458332,CUST_1185,Craig Morrison,PROD_b7d8e041,Jodhveer Area Rug Washable Rug Non-Slip Backing Indoor Rugs, $40.75 ,1,9/1/2025
INV_557058,CUST_1226,Heidi Owen,PROD_68bfe17c,Adrihana Machine Woven Abstract Area Rug, $237.22 ,1,9/1/2025
INV_451936,CUST_1371,Renee Hudson,PROD_16a4bedb,Aitken Machine Woven Geometric Indoor and Outdoor Rug, $74.16 ,2,9/2/2025
INV_519692,CUST_1190,Larry Mason,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $19.22 ,2,9/2/2025
INV_741709,CUST_1054,Victoria Johnson,PROD_9d77c7b9,Rifle Paper Co. x Loloi Rosa Sky Area Rug, $105.42 ,2,9/3/2025
INV_231113,CUST_1211,Riley Bryant,PROD_ba5eef5e,Gauna Power Loomed Geometric Indoor and Outdoor Rug, $90.07 ,1,9/3/2025
INV_596520,CUST_1153,Samantha Davis,PROD_94b9189a,Enciso Machine Woven Stain Resistant Indoor/Outdoor Area Rug, $66.64 ,1,9/3/2025
INV_320759,CUST_1175,Lawrence Perry,PROD_0f472890,Oriental Vintage Machine Washable Non-Slip Dark Green Indoor Area Rug, $129.97 ,2,9/3/2025
INV_453487,CUST_1131,Ashlee Jackson,PROD_7781fd4a,Oriental Indoor Rug, $215.96 ,1,9/4/2025
INV_189772,CUST_1292,Randy Cannon,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $118.91 ,5,9/4/2025
INV_109294,CUST_1455,Martin Hughes,PROD_a372467d,Leosvel Faux Sheepskin Indoor Rug, $196.05 ,1,9/4/2025
INV_403528,CUST_1403,Jordan Williams,PROD_1ad08862,Scalloped Washable Rug Area Rugs for Living Room Modern Rugs Abstract Non-Slip, $79.31 ,5,9/4/2025
INV_949767,CUST_1072,Alicia Gilmore,PROD_db0bc388,Waikiki Blue Indoor/Outdoor Rug, $149.87 ,1,9/5/2025
INV_951452,CUST_1183,Eric Morgan,PROD_cd80d75a,Corrbell 5' X 7' Area Rug, $196.19 ,1,9/5/2025
INV_598733,CUST_1292,Randy Cannon,PROD_a0eaf6eb,Tomas Chevron Rug Dark Blue/Gray Indoor/Outdoor Area Rug, $90.35 ,5,9/5/2025
INV_350405,CUST_1233,Victoria Contreras,PROD_b59a3efe,Machine Washable Area Rugs for Entryway 2x3 Non-Slip Soft Throw Rugs Blue/Gray, $20.95 ,1,9/5/2025
INV_981913,CUST_1437,Carlos Love,PROD_81ed29d6,Soft Washable Vintage Distressed Beige Area Rug with Non-Slip Backing, $140.84 ,1,9/5/2025
INV_828531,CUST_1035,Kim Brown,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $20.33 ,1,9/5/2025
INV_213000,CUST_1110,David Davis,PROD_20bbb110,Ainswick Memory Foam Large Rug, $582.35 ,1,9/6/2025
INV_496566,CUST_1451,Colton Terry,PROD_9d77c7b9,Rifle Paper Co. x Loloi Rosa Sky Area Rug, $107.25 ,1,9/6/2025
INV_517375,CUST_1322,Shannon Malone,PROD_a39a8d2b,Rinoa Indoor / Outdoor Rug, $198.75 ,1,9/6/2025
INV_240173,CUST_1101,David Grant,PROD_03533587,Hand Hooked Wool Oriental Indoor Rug, $48.91 ,5,9/6/2025
INV_670027,CUST_1356,Jeffrey Smith,PROD_1ad08862,Scalloped Washable Rug Area Rugs for Living Room Modern Rugs Abstract Non-Slip, $76.50 ,1,9/6/2025
INV_907111,CUST_1439,Eric Taylor,PROD_aaf8a92a,Izola Oriental Indoor/Outdoor Area Rug, $177.33 ,1,9/6/2025
INV_810687,CUST_1112,Robert Costa,PROD_ffc555c6,"Azelhurst 7'8"" X 10' Area Rug", $678.09 ,1,9/6/2025
INV_246991,CUST_1127,Jennifer Pena,PROD_819dccdf,Paint Chip Blue Machine Washable Rug, $35.33 ,2,9/6/2025
INV_855053,CUST_1005,Monica Herrera,PROD_7ef65a00,Jules Checkered Area Rug, $129.40 ,1,9/6/2025
INV_790993,CUST_1242,Matthew Le,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $112.24 ,1,9/6/2025
INV_625021,CUST_1100,Jennifer Jones,PROD_28b95f59,Mendota Geometric Tan Indoor/Outdoor Area Rug, $133.05 ,1,9/6/2025
INV_124240,CUST_1373,Wendy Camacho,PROD_68bfe17c,Adrihana Machine Woven Abstract Area Rug, $233.85 ,5,9/7/2025
INV_496119,CUST_1456,Jeremiah Baker,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $92.35 ,2,9/7/2025
INV_244247,CUST_1485,Micheal Parks,PROD_1ad08862,Scalloped Washable Rug Area Rugs for Living Room Modern Rugs Abstract Non-Slip, $73.91 ,2,9/7/2025
INV_658131,CUST_1164,Cindy Hayes,PROD_819dccdf,Paint Chip Blue Machine Washable Rug, $34.45 ,1,9/7/2025
INV_668154,CUST_1286,Angela Griffin,PROD_15009179,Maust Sunshine Rainbow Shag Rug, $115.00 ,1,9/7/2025
INV_280117,CUST_1111,Pamela Thompson,PROD_7781fd4a,Oriental Indoor Rug, $237.53 ,1,9/7/2025
INV_749485,CUST_1145,Richard Smith,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $99.14 ,1,9/7/2025
INV_466346,CUST_1271,David Garcia,PROD_7cb7c01e,Achilles Cream/Gray Rug, $124.86 ,1,9/8/2025
INV_803571,CUST_1315,Kelly Combs,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $99.98 ,1,9/8/2025
INV_332934,CUST_1311,Ryan Rocha,PROD_a0eaf6eb,Tomas Chevron Rug Dark Blue/Gray Indoor/Outdoor Area Rug, $92.76 ,1,9/8/2025
INV_454352,CUST_1426,Daniel Lopez,PROD_289ed9b0,Ankita Bordered Jute Area Rug, $320.46 ,1,9/8/2025
INV_698128,CUST_1158,Kelly Reese,PROD_cb6ebe0a,Harjot Medium Rug, $157.88 ,1,9/8/2025
INV_810638,CUST_1344,Sandra Jones,PROD_3a8f5324,"Lisgrove 7'8"" X 10' Area Rug", $661.31 ,1,9/8/2025
INV_109576,CUST_1107,Derek Thomas,PROD_885c587d,"Paseo Gurseerit All-Weather Flatweave Indoor/Outdoor Area Rug, Brown Black", $94.15 ,1,9/9/2025
INV_983825,CUST_1125,Matthew Hoover,PROD_289ed9b0,Ankita Bordered Jute Area Rug, $310.39 ,2,9/9/2025
INV_302897,CUST_1378,Frank Campbell MD,PROD_86d6a4e7,"Eldonmore 7'8"" X 10' Area Rug", $719.32 ,1,9/9/2025
INV_664566,CUST_1400,Patricia Johnson,PROD_68bfe17c,Adrihana Machine Woven Abstract Area Rug, $215.20 ,1,9/9/2025
INV_757057,CUST_1456,Jeremiah Baker,PROD_aaf8a92a,Izola Oriental Indoor/Outdoor Area Rug, $180.61 ,1,9/9/2025
INV_362168,CUST_1102,Joseph Hayes,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $20.34 ,1,9/9/2025
INV_242071,CUST_1304,Kristina Faulkner,PROD_03310af2,"Dylanton 7'8"" X 10' Area Rug", $468.01 ,1,9/9/2025
INV_627028,CUST_1360,Leslie Powers,PROD_9d77c7b9,Rifle Paper Co. x Loloi Rosa Sky Area Rug, $110.51 ,1,9/10/2025
INV_485456,CUST_1167,Kristina Santiago,PROD_af993edd,"Reversible Waterproof Plastic Straw Outdoor Area Rug for Patio, Camping", $53.66 ,1,9/10/2025
INV_282605,CUST_1022,Lisa Brandt,PROD_ef361fba,"Radiant Oriental Multicolor Hand Knotted Wool Blue, Pink, Navy Traditional Area"," $3,297.25 ",1,9/10/2025
INV_803458,CUST_1159,Jodi Walker,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $20.42 ,1,9/10/2025
INV_188374,CUST_1332,Michelle Miller,PROD_a6ea231c,Ava-Mary Striped Indoor / Outdoor Rug, $153.63 ,5,9/10/2025
INV_747983,CUST_1030,Angela Morton,PROD_af993edd,"Reversible Waterproof Plastic Straw Outdoor Area Rug for Patio, Camping", $57.61 ,1,9/11/2025
INV_353814,CUST_1255,Gina Mcmillan,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $155.75 ,1,9/11/2025
INV_286266,CUST_1308,Autumn Key,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $72.84 ,1,9/11/2025
INV_468609,CUST_1105,Doris Hall,PROD_3a8f5324,"Lisgrove 7'8"" X 10' Area Rug", $639.19 ,5,9/11/2025
INV_263568,CUST_1473,Danielle Bryant,PROD_89c6f605,Washable Oriental  Area Rugs Non slip Green Rugs, $20.36 ,2,9/11/2025
INV_331381,CUST_1377,Heather Brown,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $115.53 ,1,9/11/2025
INV_300924,CUST_1091,Jason Peters,PROD_f03852cf,Lahjar Speckled Wool Blend Area Rug, $499.56 ,1,9/12/2025
INV_309159,CUST_1018,Mark Lynch,PROD_af993edd,"Reversible Waterproof Plastic Straw Outdoor Area Rug for Patio, Camping", $53.44 ,1,9/12/2025
INV_243057,CUST_1331,Henry Pugh MD,PROD_f03852cf,Lahjar Speckled Wool Blend Area Rug, $502.28 ,2,9/12/2025
INV_622084,CUST_1252,Stephen Luna,PROD_20bbb110,Ainswick Memory Foam Large Rug, $558.22 ,1,9/12/2025
INV_133653,CUST_1183,Eric Morgan,PROD_68bfe17c,Adrihana Machine Woven Abstract Area Rug, $222.28 ,1,9/12/2025
INV_384303,CUST_1245,Melinda Evans,PROD_885c587d,"Paseo Gurseerit All-Weather Flatweave Indoor/Outdoor Area Rug, Brown Black", $95.01 ,1,9/12/2025
INV_902575,CUST_1460,Lisa Martinez,PROD_9d77c7b9,Rifle Paper Co. x Loloi Rosa Sky Area Rug, $105.17 ,1,9/12/2025
INV_257131,CUST_1462,Deanna Bartlett,PROD_7cb7c01e,Achilles Cream/Gray Rug, $120.86 ,1,9/12/2025
INV_907557,CUST_1119,Dr. Jordan Hill PhD,PROD_fd0cd8cf,Non-Slip Washable Stain Resistant Area Rug For Living Room Bedroom Dining Room, $94.42 ,2,9/12/2025
INV_565330,CUST_1401,Laura Jones,PROD_f03852cf,Lahjar Speckled Wool Blend Area Rug, $541.48 ,1,9/12/2025
INV_250647,CUST_1247,Kayla Rodriguez,PROD_20bbb110,Ainswick Memory Foam Large Rug, $560.88 ,2,9/13/2025
INV_429445,CUST_1478,Alejandra King,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $105.75 ,1,9/13/2025
INV_181961,CUST_1303,Paul Wells,PROD_16a4bedb,Aitken Machine Woven Geometric Indoor and Outdoor Rug, $69.12 ,1,9/13/2025
INV_560623,CUST_1103,Marc Lynch,PROD_cd80d75a,Corrbell 5' X 7' Area Rug, $194.18 ,1,9/13/2025
INV_921861,CUST_1348,Matthew Williams,PROD_a6ea231c,Ava-Mary Striped Indoor / Outdoor Rug, $146.71 ,1,9/13/2025
INV_282112,CUST_1324,Shannon Davis,PROD_28b95f59,Mendota Geometric Tan Indoor/Outdoor Area Rug, $134.75 ,1,9/13/2025
INV_912617,CUST_1211,Riley Bryant,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $72.34 ,2,9/13/2025
INV_760929,CUST_1359,Harold Ellis,PROD_28b95f59,Mendota Geometric Tan Indoor/Outdoor Area Rug, $142.72 ,1,9/14/2025
INV_627191,CUST_1353,Ashley Sweeney,PROD_0a14d1b3,White Shag Novelty Faux Sheepskin Fur Fluffy Rug, $71.79 ,1,9/14/2025
INV_836879,CUST_1217,Carrie Maxwell,PROD_96a0055d,Loloi Botanical Ivory / Multi Area Rug, $33.11 ,1,9/14/2025
INV_529399,CUST_1115,April Booth,PROD_0a14d1b3,White Shag Novelty Faux Sheepskin Fur Fluffy Rug, $71.30 ,5,9/14/2025
INV_975498,CUST_1446,Stacey Snyder,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $101.17 ,1,9/14/2025
INV_184891,CUST_1277,Todd Rosales MD,PROD_db0bc388,Waikiki Blue Indoor/Outdoor Rug, $149.16 ,1,9/15/2025
INV_972496,CUST_1036,Cynthia Wilson,PROD_163bd914,Disney Mickey Mouse Tropical Sand Dollar Havana Brown/ Sand Flatweave Indoor/, $212.09 ,1,9/15/2025
INV_952547,CUST_1391,Jonathan Wheeler,PROD_16a4bedb,Aitken Machine Woven Geometric Indoor and Outdoor Rug, $71.60 ,1,9/15/2025
INV_534773,CUST_1060,Richard Lawson,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $164.78 ,1,9/15/2025
INV_941017,CUST_1449,Kimberly Villanueva,PROD_81ed29d6,Soft Washable Vintage Distressed Beige Area Rug with Non-Slip Backing, $137.49 ,1,9/16/2025
INV_922781,CUST_1453,Matthew Greene,PROD_1ad08862,Scalloped Washable Rug Area Rugs for Living Room Modern Rugs Abstract Non-Slip, $77.72 ,1,9/16/2025
INV_205641,CUST_1006,Shannon Ray,PROD_0a14d1b3,White Shag Novelty Faux Sheepskin Fur Fluffy Rug, $72.11 ,1,9/16/2025
INV_961010,CUST_1361,Charles Price,PROD_86d6a4e7,"Eldonmore 7'8"" X 10' Area Rug", $665.49 ,1,9/16/2025
INV_107614,CUST_1021,Kim Martinez,PROD_96a0055d,Loloi Botanical Ivory / Multi Area Rug, $33.06 ,1,9/17/2025
INV_678388,CUST_1207,Zachary Brooks,PROD_3a8f5324,"Lisgrove 7'8"" X 10' Area Rug", $686.81 ,1,9/17/2025
INV_648684,CUST_1378,Frank Campbell MD,PROD_aaf8a92a,Izola Oriental Indoor/Outdoor Area Rug, $179.51 ,1,9/17/2025
INV_883317,CUST_1494,Jeffrey Jordan,PROD_289ed9b0,Ankita Bordered Jute Area Rug, $315.72 ,1,9/17/2025
INV_526949,CUST_1096,Paige Carlson,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $101.00 ,1,9/17/2025
INV_778827,CUST_1437,Carlos Love,PROD_db0bc388,Waikiki Blue Indoor/Outdoor Rug, $150.17 ,2,9/18/2025
INV_388339,CUST_1088,Samuel Rivas,PROD_f6c97a80,Livdon Washable Medium Rug, $164.44 ,1,9/18/2025
INV_888870,CUST_1002,Cristian Santos,PROD_7781fd4a,Oriental Indoor Rug, $220.31 ,1,9/18/2025
